17,17,17,17,25,17,17,17,14,17,17,17,18,0,0,0,0,0,16,17
17,17,17,18,40,16,17,17,22,17,17,17,18,19,20,0,0,0,16,17
2,2,2,2,2,2,2,5,15,17,17,17,18,0,0,0,0,0,16,17
17,17,17,17,25,25,25,25,25,25,25,25,26,0,0,11,12,13,16,17
17,17,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
17,17,17,18,0,0,0,0,0,58,0,58,0,58,0,0,0,0,16,17
17,17,17,18,58,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
25,25,15,26,19,20,0,0,8,9,9,9,9,9,10,0,0,0,16,17
0,0,52,0,0,0,0,0,16,17,17,17,17,17,18,0,0,0,16,17
0,0,52,0,0,0,0,0,24,25,25,25,25,25,26,19,12,13,16,17
0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
9,9,9,10,0,0,0,0,0,0,0,58,0,0,0,0,0,0,16,17
17,17,17,18,0,0,0,0,0,0,0,0,0,0,0,0,41,0,16,17
17,17,17,17,9,10,0,0,0,0,0,0,0,0,0,8,9,9,17,17
17,17,17,17,17,17,9,9,9,10,48,48,48,8,9,17,17,17,17,17
