17,17,17,17,17,17,17,17,17,18,0,0,0,0,0,0,16,17,17,17
17,17,25,25,25,25,25,25,25,26,0,0,0,0,0,0,16,17,17,17
17,18,0,0,0,0,0,0,0,0,0,0,0,0,58,0,16,17,17,17
17,18,0,0,0,0,0,58,58,0,0,0,4,2,2,5,16,17,17,17
17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,25,25
17,18,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
17,18,0,0,8,9,10,48,48,8,9,10,0,0,0,0,0,0,0,0
17,18,0,0,16,17,17,9,9,17,17,18,0,0,0,0,0,0,0,0
25,26,19,13,24,25,25,25,25,25,25,26,0,0,0,0,0,58,8,9
0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,4,5,16,17
0,0,0,0,23,0,0,0,58,0,0,23,0,0,0,0,0,0,16,17
0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,16,17
9,9,9,9,15,19,20,0,6,0,0,15,10,0,0,0,0,0,16,17
17,17,17,17,18,48,48,48,14,48,48,16,18,0,0,0,0,0,16,17
17,17,17,17,17,9,9,9,14,9,9,17,18,19,12,20,0,0,16,17
