17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,17,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,16,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,16,17
9,10,0,0,0,0,0,8,9,9,9,10,0,58,0,8,9,9,17,17
17,18,0,0,0,0,0,24,25,17,17,1,2,2,2,5,17,17,17,17
17,18,0,0,0,0,0,58,58,24,25,26,0,0,0,24,25,25,17,17
17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
17,18,58,0,0,40,0,0,0,0,0,41,0,0,0,0,0,0,16,17
17,17,9,9,9,9,9,9,9,9,9,9,9,9,10,0,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,16,17
