17,25,17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,16,17
18,40,16,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,16,17
17,9,17,25,25,25,25,25,25,25,25,25,25,25,26,0,0,0,24,25
25,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,58,0,58,0,58,0,58,0,58,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9
17,17,17,17,18,0,0,0,0,0,0,0,0,0,0,0,16,17,17,17
17,17,17,17,18,48,48,48,48,48,48,48,48,48,48,48,16,17,17,17
17,17,17,17,17,56,56,56,56,56,56,56,56,56,56,56,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
