17,18,0,0,0,0,16,17,17,17,17,17,17,17,17,17,17,17,17,17
17,18,0,0,0,0,16,17,25,25,25,25,25,25,25,25,25,25,17,17
17,18,0,0,0,0,16,18,0,0,0,0,0,0,0,0,0,0,16,17
17,18,0,0,0,0,16,18,0,0,0,0,0,0,0,0,0,0,16,17
17,18,0,0,0,0,16,18,0,0,0,0,0,0,0,0,0,0,16,17
17,18,0,0,0,0,15,15,19,13,15,15,0,0,0,0,0,0,16,17
17,18,0,0,0,0,0,0,0,0,16,18,0,0,0,0,4,2,2,2
17,18,0,0,0,0,0,0,0,0,16,18,0,0,0,0,0,0,16,17
17,17,9,9,9,9,9,9,9,9,17,18,0,0,0,0,0,0,16,17
25,25,25,25,25,25,25,25,25,25,25,26,0,0,0,0,0,0,16,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,16,17
0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,16,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
0,0,0,0,0,0,0,0,8,9,10,0,0,0,0,0,0,0,16,17
9,9,9,9,9,9,9,9,17,17,17,9,9,9,9,9,9,9,17,17
