17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,17
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,17,14,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,16,14,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,16,22,17
0,0,0,0,0,8,9,9,9,10,0,0,0,0,4,2,2,5,15,17
0,0,0,58,0,16,17,17,17,18,0,0,0,0,0,0,0,16,17,17
0,0,0,0,0,16,17,17,17,18,0,0,0,0,0,0,0,24,25,25
9,9,9,9,9,17,25,25,17,18,0,0,0,0,0,0,0,0,0,0
17,17,17,17,17,18,0,0,16,18,0,0,0,0,0,0,0,0,0,0
17,17,17,17,17,18,40,41,16,18,0,58,0,0,0,0,0,0,0,0
17,17,17,17,17,17,9,9,17,18,0,0,0,0,0,0,0,0,0,0
17,17,17,17,17,17,17,17,17,17,9,9,9,9,9,9,9,9,9,9
