17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,17,17
0,0,0,0,58,0,0,58,0,0,58,0,0,0,0,0,0,0,16,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
9,9,9,9,9,9,9,9,9,9,9,9,9,10,0,0,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,17,18,0,58,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,17,18,19,20,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,58,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,11,13,16,17
17,17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,0,16,17
