17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,25,25,25,25,25,25,25,25,25,25,17,17,17,17,17
17,17,25,25,26,0,0,0,0,0,0,0,0,0,0,24,25,25,17,17
17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
17,18,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,16,17
25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25
0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0
9,9,9,10,48,48,48,14,48,48,48,48,14,48,48,48,8,9,9,9
17,17,17,18,56,56,56,22,56,56,56,56,22,56,56,56,16,17,17,17
17,17,15,1,2,2,5,15,1,2,2,5,15,1,2,2,5,15,17,17
