17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,18,0,0,0,0,0,16,17
17,17,17,17,17,17,17,17,17,17,17,17,18,19,20,0,0,0,16,17
25,25,25,25,25,25,25,25,25,25,25,25,26,0,0,0,58,0,16,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,13,16,17
0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,16,17
9,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
17,17,17,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
17,17,17,17,18,0,58,0,0,0,0,0,0,0,58,0,58,0,16,17
17,17,17,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17
17,17,17,17,17,9,9,10,48,48,48,48,48,8,9,9,9,9,17,17
17,17,17,17,17,17,17,18,56,56,56,56,56,16,17,17,17,17,17,17
17,17,17,17,17,17,17,17,9,9,9,9,9,17,17,17,17,17,17,17
