17,17,17,17,17,17,17,17,18,0,0,0,0,16,17,17,17,17,17,17
17,17,17,17,17,17,17,17,18,0,0,0,0,24,25,25,25,17,17,17
17,17,17,17,17,17,17,17,19,12,20,0,0,0,0,0,58,16,17,17
17,17,25,25,25,25,25,25,26,0,0,0,0,0,0,0,0,24,25,25
17,18,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
17,18,0,0,0,0,0,0,8,9,9,9,9,9,10,0,0,0,0,0
17,18,0,0,0,0,0,4,5,17,1,2,5,17,1,3,0,0,0,0
17,18,0,0,0,0,0,0,24,25,25,25,25,25,26,0,0,0,0,0
17,17,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,17,17,18,0,0,0,0,58,0,0,0,0,0,0,0,8,9,9
17,17,17,17,17,9,10,0,0,0,0,0,0,0,0,0,0,16,17,17
17,17,17,17,17,17,18,0,0,6,0,0,0,0,8,9,9,17,17,17
17,17,17,17,17,17,18,58,0,14,0,0,0,58,16,17,17,17,17,17
17,17,17,17,17,17,17,9,9,22,9,9,9,9,17,17,17,17,17,17
